Language,Product ID,Display Name,Description
ru,com.cartostar.pro.monthly,CartoStar Pro Ежемесячно,"Полный доступ к функциям астрокартографии CartoStar. Включает интерактивный 3D-глобус, рейтинги городов со Scout, интерпретации планетарных линий, анализ натальной карты и 50 AI-вопросов в месяц. Ежемесячная оплата. Отмена в любое время."
ru,com.cartostar.pro.annual,CartoStar Pro Ежегодно,"Полный доступ к функциям астрокартографии CartoStar по лучшей цене. Включает интерактивный 3D-глобус, рейтинги городов со Scout, интерпретации планетарных линий, анализ натальной карты и 50 AI-вопросов в месяц. Экономия 50%. Ежегодная оплата."
ru,com.cartostar.duo.monthly,CartoStar Duo Ежемесячно,"Всё из Pro плюс режим Duo для совместимости партнёров. Сравните две натальные карты, чтобы найти идеальные места для медового месяца, переезда или путешествий, где оба процветают. Включает 100 AI-вопросов в месяц. Идеально для пар. Ежемесячная оплата."
ru,com.cartostar.duo.annual,CartoStar Duo Ежегодно,"Всё из Pro плюс режим Duo для совместимости партнёров по лучшей цене. Сравните две натальные карты, чтобы найти идеальные общие направления. Включает 100 AI-вопросов в месяц. Экономия 50%. Идеально для пар. Ежегодная оплата."
ru,com.cartostar.lifetime,CartoStar Навсегда,"Заплатите один раз, владейте навсегда. Включает все функции Pro и Duo с постоянным доступом. 3D-глобус, рейтинги городов, интерпретации планетарных линий, режим Duo и 200 AI-вопросов. Все будущие функции включены. Единовременная покупка."
ar,com.cartostar.pro.monthly,CartoStar Pro شهري,"وصول كامل لميزات خرائط النجوم في CartoStar. يشمل الكرة الأرضية ثلاثية الأبعاد التفاعلية، تصنيفات المدن مع Scout، تفسيرات خطوط الكواكب، تحليل خريطة الميلاد و50 سؤال ذكاء اصطناعي شهرياً. فوترة شهرية. إلغاء في أي وقت."
ar,com.cartostar.pro.annual,CartoStar Pro سنوي,"وصول كامل لميزات خرائط النجوم في CartoStar بأفضل سعر. يشمل الكرة الأرضية ثلاثية الأبعاد التفاعلية، تصنيفات المدن مع Scout، تفسيرات خطوط الكواكب، تحليل خريطة الميلاد و50 سؤال ذكاء اصطناعي شهرياً. وفر 50%. فوترة سنوية."
ar,com.cartostar.duo.monthly,CartoStar Duo شهري,"كل شيء في Pro بالإضافة إلى وضع Duo للتوافق بين الشريكين. قارن خريطتي ميلاد للعثور على وجهات مثالية لشهر العسل أو الانتقال أو السفر حيث يزدهر كلاهما. يشمل 100 سؤال ذكاء اصطناعي شهرياً. مثالي للأزواج. فوترة شهرية."
ar,com.cartostar.duo.annual,CartoStar Duo سنوي,"كل شيء في Pro بالإضافة إلى وضع Duo للتوافق بين الشريكين بأفضل سعر. قارن خريطتي ميلاد للعثور على وجهات مشتركة مثالية. يشمل 100 سؤال ذكاء اصطناعي شهرياً. وفر 50%. مثالي للأزواج. فوترة سنوية."
ar,com.cartostar.lifetime,CartoStar مدى الحياة,"ادفع مرة واحدة، امتلك للأبد. يشمل جميع ميزات Pro وDuo مع وصول دائم. كرة أرضية ثلاثية الأبعاد، تصنيفات المدن، تفسيرات خطوط الكواكب، وضع Duo و200 سؤال ذكاء اصطناعي. جميع الميزات المستقبلية مشمولة. شراء لمرة واحدة."
hi,com.cartostar.pro.monthly,CartoStar Pro मासिक,"CartoStar एस्ट्रोकार्टोग्राफी सुविधाओं तक पूर्ण पहुंच। 3D इंटरैक्टिव ग्लोब, Scout के साथ शहर रैंकिंग, ग्रहीय रेखा व्याख्याएं, जन्म कुंडली विश्लेषण और प्रति माह 50 AI प्रश्न शामिल हैं। मासिक बिलिंग। कभी भी रद्द करें।"
hi,com.cartostar.pro.annual,CartoStar Pro वार्षिक,"सर्वोत्तम मूल्य पर CartoStar एस्ट्रोकार्टोग्राफी सुविधाओं तक पूर्ण पहुंच। 3D इंटरैक्टिव ग्लोब, Scout के साथ शहर रैंकिंग, ग्रहीय रेखा व्याख्याएं, जन्म कुंडली विश्लेषण और प्रति माह 50 AI प्रश्न शामिल हैं। 50% बचाएं। वार्षिक बिलिंग।"
hi,com.cartostar.duo.monthly,CartoStar Duo मासिक,"Pro में सब कुछ प्लस साथी संगतता के लिए Duo मोड। दो जन्म कुंडलियों की तुलना करें और हनीमून, स्थानांतरण या यात्रा के लिए आदर्श गंतव्य खोजें जहां दोनों फलें-फूलें। प्रति माह 100 AI प्रश्न शामिल। जोड़ों के लिए उत्तम। मासिक बिलिंग।"
hi,com.cartostar.duo.annual,CartoStar Duo वार्षिक,"सर्वोत्तम मूल्य पर Pro में सब कुछ प्लस साथी संगतता के लिए Duo मोड। दो जन्म कुंडलियों की तुलना करें और आदर्श साझा गंतव्य खोजें। प्रति माह 100 AI प्रश्न शामिल। 50% बचाएं। जोड़ों के लिए उत्तम। वार्षिक बिलिंग।"
hi,com.cartostar.lifetime,CartoStar आजीवन,"एक बार भुगतान करें, हमेशा के लिए स्वामित्व। स्थायी पहुंच के साथ सभी Pro और Duo सुविधाएं शामिल। 3D ग्लोब, शहर रैंकिंग, ग्रहीय रेखा व्याख्याएं, Duo मोड और 200 AI प्रश्न। सभी भविष्य की सुविधाएं शामिल। एकमुश्त खरीद।"
th,com.cartostar.pro.monthly,CartoStar Pro รายเดือน,"เข้าถึงฟีเจอร์แผนที่ดวงดาว CartoStar อย่างเต็มรูปแบบ รวมลูกโลก 3D แบบโต้ตอบ การจัดอันดับเมืองด้วย Scout การตีความเส้นดาวเคราะห์ การวิเคราะห์ดวงชะตากำเนิด และคำถาม AI 50 ข้อต่อเดือน เรียกเก็บเงินรายเดือน ยกเลิกได้ทุกเมื่อ"
th,com.cartostar.pro.annual,CartoStar Pro รายปี,"เข้าถึงฟีเจอร์แผนที่ดวงดาว CartoStar อย่างเต็มรูปแบบในราคาที่ดีที่สุด รวมลูกโลก 3D แบบโต้ตอบ การจัดอันดับเมืองด้วย Scout การตีความเส้นดาวเคราะห์ การวิเคราะห์ดวงชะตากำเนิด และคำถาม AI 50 ข้อต่อเดือน ประหยัด 50% เรียกเก็บเงินรายปี"
th,com.cartostar.duo.monthly,CartoStar Duo รายเดือน,"ทุกอย่างใน Pro บวกโหมด Duo สำหรับความเข้ากันได้ของคู่รัก เปรียบเทียบดวงชะตากำเนิดสองดวงเพื่อค้นหาจุดหมายปลายทางในฝันสำหรับฮันนีมูน การย้ายถิ่น หรือการเดินทางที่ทั้งคู่เจริญรุ่งเรือง รวมคำถาม AI 100 ข้อต่อเดือน เหมาะสำหรับคู่รัก เรียกเก็บเงินรายเดือน"
th,com.cartostar.duo.annual,CartoStar Duo รายปี,"ทุกอย่างใน Pro บวกโหมด Duo สำหรับความเข้ากันได้ของคู่รักในราคาที่ดีที่สุด เปรียบเทียบดวงชะตากำเนิดสองดวงเพื่อค้นหาจุดหมายปลายทางร่วมในฝัน รวมคำถาม AI 100 ข้อต่อเดือน ประหยัด 50% เหมาะสำหรับคู่รัก เรียกเก็บเงินรายปี"
th,com.cartostar.lifetime,CartoStar ตลอดชีพ,"จ่ายครั้งเดียว เป็นเจ้าของตลอดไป รวมฟีเจอร์ Pro และ Duo ทั้งหมดพร้อมการเข้าถึงถาวร ลูกโลก 3D การจัดอันดับเมือง การตีความเส้นดาวเคราะห์ โหมด Duo และคำถาม AI 200 ข้อ รวมฟีเจอร์ในอนาคตทั้งหมด ซื้อครั้งเดียว"
vi,com.cartostar.pro.monthly,CartoStar Pro Hàng Tháng,"Truy cập đầy đủ các tính năng bản đồ thiên văn CartoStar. Bao gồm quả địa cầu 3D tương tác, xếp hạng thành phố với Scout, giải thích đường hành tinh, phân tích lá số sinh và 50 câu hỏi AI mỗi tháng. Thanh toán hàng tháng. Hủy bất cứ lúc nào."
vi,com.cartostar.pro.annual,CartoStar Pro Hàng Năm,"Truy cập đầy đủ các tính năng bản đồ thiên văn CartoStar với giá tốt nhất. Bao gồm quả địa cầu 3D tương tác, xếp hạng thành phố với Scout, giải thích đường hành tinh, phân tích lá số sinh và 50 câu hỏi AI mỗi tháng. Tiết kiệm 50%. Thanh toán hàng năm."
vi,com.cartostar.duo.monthly,CartoStar Duo Hàng Tháng,"Mọi thứ trong Pro cộng với Chế độ Duo cho sự tương hợp của cặp đôi. So sánh hai lá số sinh để tìm điểm đến lý tưởng cho tuần trăng mật, di cư hoặc du lịch nơi cả hai phát triển. Bao gồm 100 câu hỏi AI mỗi tháng. Hoàn hảo cho các cặp đôi. Thanh toán hàng tháng."
vi,com.cartostar.duo.annual,CartoStar Duo Hàng Năm,"Mọi thứ trong Pro cộng với Chế độ Duo cho sự tương hợp của cặp đôi với giá tốt nhất. So sánh hai lá số sinh để tìm điểm đến chung lý tưởng. Bao gồm 100 câu hỏi AI mỗi tháng. Tiết kiệm 50%. Hoàn hảo cho các cặp đôi. Thanh toán hàng năm."
vi,com.cartostar.lifetime,CartoStar Trọn Đời,"Thanh toán một lần, sở hữu mãi mãi. Bao gồm tất cả tính năng Pro và Duo với quyền truy cập vĩnh viễn. Quả địa cầu 3D, xếp hạng thành phố, giải thích đường hành tinh, Chế độ Duo và 200 câu hỏi AI. Tất cả tính năng tương lai được bao gồm. Mua một lần."
id,com.cartostar.pro.monthly,CartoStar Pro Bulanan,"Akses penuh ke fitur astrokartografi CartoStar. Termasuk globe 3D interaktif, peringkat kota dengan Scout, interpretasi garis planet, analisis peta kelahiran, dan 50 pertanyaan AI per bulan. Ditagih bulanan. Batalkan kapan saja."
id,com.cartostar.pro.annual,CartoStar Pro Tahunan,"Akses penuh ke fitur astrokartografi CartoStar dengan harga terbaik. Termasuk globe 3D interaktif, peringkat kota dengan Scout, interpretasi garis planet, analisis peta kelahiran, dan 50 pertanyaan AI per bulan. Hemat 50%. Ditagih tahunan."
